가격표출력,,,,,,
,,,,,,
,,,,,,
No,PLU코드,상품명,출력여부,대분류,중분류,소분류
202,4807770190162,에이스)키도버터맛1200,미출력,과자,수입과자,수입쿠키파이
203,4807770192326,에이스)키드오버터맛90g,미출력,과자,수입과자,수입쿠키파이
204,4808108310016,삼원)오울트리바나나칩2500,미출력,과자,스낵,일반스낵
205,4823077607585,로셰토다크웨이퍼32g,미출력,과자,수입과자,수입쿠키파이
206,4823077607592,로셰토밀크웨이퍼32g,미출력,과자,수입과자,수입쿠키파이
207,4823077618246,로센)에스메랄다다크초코150g,미출력,과자,수입과자,수입쿠키파이
208,4823077618284,로센)에스메랄다오렌지제스트150g,미출력,과자,수입과자,수입쿠키파이
209,4893049130007,에이스)오레오더블스터프147g,미출력,과자,수입과자,수입쿠키파이
210,4897107920012,지바이알)씬크래커치즈맛360g,미출력,과자,수입과자,수입스낵
211,4901050115583,다카야마)랑그리초콜릿크림쿠키(6),미출력,과자,수입과자,기타수입과자
212,4901050115590,다카야마)랑그리바닐라향크림쿠키(6),미출력,과자,수입과자,기타수입과자
213,4901050116672,다카야마)촉촉한블루베리타르트(6),미출력,과자,수입과자,기타수입과자
214,4901147304777,마에다)에그보로5줄비스켓70g,미출력,과자,수입과자,수입쿠키파이
215,4901186209095,북해도)하시모토계란보로,미출력,과자,수입과자,수입쿠키파이
216,4901186211678,북해도)북해도밀크보로,미출력,과자,수입과자,수입쿠키파이
217,4901186214525,북해도)하시모토계란보로120gR,미출력,과자,수입과자,수입스낵
218,4901186214532,북해도)밀크보로110gR,미출력,과자,수입과자,수입스낵
219,4901313194072,다카야마)감씨초콜릿밀크(12),미출력,과자,수입과자,기타수입과자
220,4901326011922,카수가이)와사비그린마메74g,미출력,과자,수입과자,기타수입과자
221,4901326011960,카수가이)마메믹스63g,미출력,과자,수입과자,기타수입과자
222,4901360346745,부르봉)토르테쿠키틴310.8g(23P),미출력,과자,쿠키파이,비스켓행사(빼빼로)
223,4901360348053,부르봉)알포트미니초콜렛59g(종료),미출력,과자,수입과자,수입쿠키파이
224,4901360348084,부르봉)알포트미니딸기55g(종료),미출력,과자,수입과자,수입쿠키파이
225,4901360348534,부르본)바닐라로안느127g,미출력,과자,수입과자,수입쿠키파이
226,4901360351497,부르봉)쁘띠초코랑그드샤42g,미출력,과자,수입과자,수입쿠키파이
227,4901360351619,부르봉)쁘띠포테이토38g,미출력,과자,수입과자,수입스낵
228,4901360351626,부르봉)쁘띠포테이토콘소메맛38g,미출력,과자,수입과자,수입스낵
229,4901360351695,부르봉)쁘띠에비33g,미출력,과자,수입과자,수입스낵
230,4901360352821,부르봉)랑그드샤블란츌78g(D),미출력,과자,수입과자,수입쿠키파이
231,4901360353415,부르봉)두유웨이퍼112g,미출력,과자,수입과자,기타수입과자
232,4901360353422,부르봉)효모크래커147g,미출력,과자,수입과자,기타수입과자
233,4901360353606,부르봉)알포트미니초콜렛55g,미출력,과자,수입과자,수입쿠키파이
234,4901360353637,부르봉)알포트미니딸기55g,미출력,과자,수입과자,수입쿠키파이
235,4901360356614,부르봉)로안느말차113g(한정),미출력,과자,수입과자,수입쿠키파이
236,4901360360864,부르봉)랑그드샤블란츌70g,미출력,과자,수입과자,수입쿠키파이
237,4901360361328,부르봉)랑그드샤블란츌말차124g(한정),미출력,과자,수입과자,수입쿠키파이
238,4901360362189,부르봉)알포트미니초코사브레52g,미출력,과자,수입과자,수입쿠키파이
239,4901360363094,부르봉)알포트미니크라운멜론맛60g(한정),미출력,과자,수입과자,수입쿠키파이
240,4901360363117,부르봉)블란츌크라운멜론맛124g(한정),미출력,과자,수입과자,수입쿠키파이
241,4901360363728,부르봉)알포트미니초콜릿밤맛55g(한정),미출력,과자,수입과자,수입쿠키파이
242,4901360363742,부르봉)로안느고구마맛113g(한정),미출력,과자,수입과자,수입쿠키파이
243,4901360363797,부르봉)블란츌고구마맛126g(한정),미출력,과자,수입과자,수입쿠키파이
244,4901551354634,크라시에)쿠루쿠루타코야끼만들기16g,미출력,과자,수입과자,기타수입과자
245,4901551354955,크라시에)타노시이라멘야상25g,미출력,과자,수입과자,기타수입과자
246,4901588130805,에이스)긴비스초코동물모양비스킷50g,미출력,과자,수입과자,수입쿠키파이
247,4901588231489,에이스)아스파라거스모양초코과자40g,미출력,과자,수입과자,수입쿠키파이
248,4901588617160,에이스)긴비스초코콘스틱16g,미출력,과자,수입과자,수입스낵
249,4901620147129,훼밀리)닛신크리스피초코44g,미출력,과자,수입과자,기타수입과자
250,4901620147570,훼밀리)닛신크리스피딸기44g,미출력,과자,수입과자,기타수입과자
251,4901626050188,산코)치즈의장난센베29g,미출력,과자,수입과자,수입스낵
252,4901626058412,산코)치즈아몬드센베43g,미출력,과자,수입과자,수입스낵
253,4901650228157,다카야마)해피발바닥젤리포도맛(6),미출력,과자,수입과자,기타수입과자
254,4901814081550,엔제이)큐슈간장쌀과자85g,미출력,과자,수입과자,수입스낵
255,4901814082403,영남)미니도넛3가지맛90g,미출력,과자,수입과자,기타수입과자
256,4901930005997,덴로쿠)뉴스낵믹스62g,미출력,과자,수입과자,기타수입과자
257,4901930008653,덴로쿠)포리피스파이스80g,미출력,과자,수입과자,기타수입과자
258,4901930076157,덴로쿠)이카피넛64g,미출력,과자,수입과자,기타수입과자
259,4901940070305,포켓몬스낵23g,미출력,과자,수입과자,수입스낵
260,4901958044640,다카야마)북해도멜론젤리,미출력,과자,수입과자,기타수입과자
261,4901958057213,다카야마)100%과즙젤리스틱16입(16),미출력,과자,수입과자,기타수입과자
262,4902042211641,북해도)밀크소프트센베이100g,미출력,과자,수입과자,수입쿠키파이
263,4902156051003,나나오)망고샌드비스킷68g,미출력,과자,수입과자,수입쿠키파이
264,4902156051010,나나오)딸기샌드비스킷68g,미출력,과자,수입과자,수입쿠키파이
265,4902458001164,북해도)호카하드비스킷140g,미출력,과자,수입과자,수입쿠키파이
266,4902458001249,R)무민밸리비스킷20g*4입(줄),미출력,과자,수입과자,수입쿠키파이
267,4902458003632,R)산리오캐릭터리본비스킷20g*4입(줄),미출력,과자,수입과자,수입쿠키파이
268,4902458004097,R)베어스쿨고구마비스킷15g*4입(줄),미출력,과자,수입과자,수입쿠키파이
269,4902458010647,북해도)코메미츠라이스시럽비스킷57g(5팩),미출력,과자,수입과자,수입쿠키파이
270,4902477170537,헤이와도)레몬슈가도넛쿠키70g,미출력,과자,수입과자,수입쿠키파이
271,4902477170575,헤이와도)미니초코칩스콘쿠키50g,미출력,과자,수입과자,수입쿠키파이
272,4902477170582,헤이와도)구운우유도넛쿠키58g,미출력,과자,수입과자,수입쿠키파이
273,4902477170599,헤이와도)구운고구마도넛쿠키45g,미출력,과자,수입과자,수입쿠키파이
274,4902477170605,헤이와도)메론빵쿠키43g,미출력,과자,수입과자,수입쿠키파이
275,4902477800205,헤이와도)초코브라우니쿠키40g,미출력,과자,수입과자,수입쿠키파이
276,4902635977701,타이마쯔)키리모찌찹쌀떡150g,미출력,과자,수입과자,기타수입과자
277,4902729813076,마루나카)치즈케이크55g,미출력,과자,수입과자,수입쿠키파이
278,4902729813083,마루나카)초코칩케이크54g,미출력,과자,수입과자,수입쿠키파이
279,4902752161007,마루쿄)팬케이크도라야끼310g,미출력,과자,수입과자,수입쿠키파이
280,4902752161106,마루쿄)팬케이크도라야끼녹차맛310g,미출력,과자,수입과자,수입쿠키파이
281,4902773017093,다카야마)농후커피크림샌드(12),미출력,과자,수입과자,기타수입과자
282,4902775018982,베이비스타라멘1500(15),미출력,과자,스낵,일반스낵
283,4902775018999,베이비스타라멘20g,미출력,과자,스낵,일반스낵
284,4902888117053,다스밀크초콜릿2000,미출력,과자,수입과자,기타수입과자
285,4902888117084,다스화이트초콜릿2000,미출력,과자,수입과자,기타수입과자
286,4903326190270,우마이봉)치즈맛15봉,미출력,과자,수입과자,수입스낵
287,4903326190287,우마이봉)콘스프맛15봉,미출력,과자,수입과자,수입스낵
288,4903326190294,우마이봉)멘타이맛15봉,미출력,과자,수입과자,수입스낵
289,4903326190300,우마이봉)초코맛15봉,미출력,과자,수입과자,수입스낵
290,4903326190447,우마이봉)슈가러스크15봉,미출력,과자,수입과자,수입스낵
291,4903939013072,다카야마)나타드코코포도젤리,미출력,과자,수입과자,기타수입과자
292,4903939014796,다카야마)키에차우군포도젤리,미출력,과자,수입과자,기타수입과자
293,4970014150090,이와모토)타마고보로120g,미출력,과자,수입과자,수입스낵
294,4978088000181,마루이치)쿠리킨톤70g,미출력,과자,수입과자,수입쿠키파이
295,4978498003000,북해도)나가사키카스텔라260g,미출력,과자,수입과자,기타수입과자
